Ngày giao,Mã giao dịch,Mã thuê bao,Dịch vụ,Người thực hiện,MW001114157,Ngày hoàn công,Nội dung vướng mắc,,,,,
15/07/2026 10:31,VNP-TL/00067129,MN000388658,Metronet LT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:36,Chuyển SOC/ VTT thực hiện,,,,,
15/07/2026 11:06,VNP-TD/00096718,MW000407650,Megawan NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:22,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 17/07/2026 11:14,,,,
15/07/2026 11:12,51691,,Megawan NT,Vũ Thế Ninh,Đã hoàn công,15/07/2026 14:18,,,,,,
15/07/2026 11:13,VNP-TD/00096721,MW000013642,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,15/07/2026 14:43,,,,,,
15/07/2026 13:42,VNP-LD/00075598,mwk000suf,Megawan NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 2 - 20/07/2026 14:14,,,,
15/07/2026 13:44,51692,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,16/07/2026 13:52,Lh các đơn vị để thực hiện kt 0949031666 kt báo ko lắp đc do vnpt chưa có hạ tầng váo khu này,,,,,
15/07/2026 13:46,VNP-LD/00075607,fbr00ie83,Fiber,Lương Tuấn Thanh,Đang xử lý,,"Ko có lỗ đi dây cáp vào cửa hàng, kt đã báo AM nhờ TTTM hỗ trợ đi dây",Đã mail cảnh báo lần 2 - 20/07/2026 14:14,,,NVQL: Nguyễn Sỹ Luân - 0912127969,"lắp mới FTTH của FPT-Crocs, gói FiberEco3/IP tĩnh, LH: Ms Kim Chi 0982 405 493, hoàn thành sớm"
15/07/2026 13:57,V06/LD/260715/04914,dia000sut,Internet trực tiếp,Đào Anh Vũ,Đang xử lý,,Chuyển SOC/ VTT thực hiện,Đã mail cảnh báo lần 2 - 20/07/2026 14:14,,,,
15/07/2026 14:02,VNP-TD/00096722,MW000013833,Megawan NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:37,Chuyển VTT thực hiện,,,,,
15/07/2026 14:02,VNP-TD/00096723,MW000013830,Megawan NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:37,Chuyển VTT thực hiện,,,,,
15/07/2026 14:02,VNP-TD/00096724,MW000013834,Megawan NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:37,Chuyển VTT thực hiện,,,,,
15/07/2026 14:12,TBH-LD/00527913,dia000stu,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:23,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 17/07/2026 14:14,,,,
15/07/2026 14:12,VNP-TL/00067132,DI001029744,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 09:08,đã báo các đơn vị,,,,,
15/07/2026 14:13,VNP-TL/00067131,MW000391322,Metronet LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:22,Chuyển SOC/ VTT thực hiện ,Đã mail cảnh báo lần 1 - 17/07/2026 14:14,,,,
15/07/2026 14:14,VNP-TD/00096725,MW000283270,Megawan NT,Đoàn Hải Hà,Đã hoàn công,16/07/2026 15:06,,,,,,
15/07/2026 14:31,V06/TL/260715/00077,MN001019484,Metronet LT,Đoàn Hải Hà,Đã hoàn công,15/07/2026 15:49,,,,,,
15/07/2026 14:31,V06/TL/260715/00082,MN001019955,Metronet LT,Đoàn Hải Hà,Đã hoàn công,15/07/2026 15:49,,,,,,
15/07/2026 14:33,VNP-TD/00096726,MW000013643,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 07:34,,,,,,
15/07/2026 14:33,VNP-TD/00096727,MW000013644,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 07:34,,,,,,
15/07/2026 14:33,VNP-TD/00096728,MW000013653,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 07:34,,,,,,
15/07/2026 14:41,51697,,Megawan NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:11,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 17/07/2026 15:14,,,,
15/07/2026 14:41,51696,,Megawan NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:11,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 17/07/2026 15:14,,,,
15/07/2026 14:42,VNP-KP/00001035,MW001009838,Megawan NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:38,Chuyển VTT thực hiện,,,,,
15/07/2026 15:00,VNP-LD/00075609,fbr00ienq,Fiber,Đăng Văn Minh,Đã hoàn công,16/07/2026 16:08,"Trả phiếu theo yêu cầu_ Trả phiếu theo yêu cầu của AS_Vy, Trùng hồ sơ",,,,,
15/07/2026 15:01,VNP-TD/00096729,MW001009838,Megawan NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 09:39,Chuyển VTT thực hiện,,,,,
15/07/2026 15:27,HCM-TL/02772964,hcmtsl014000272,Metronet LT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 07:34,,,,,,
15/07/2026 15:36,VNP-LD/00075612,cmcghndaidonghyn,Fiber,Ngô Thị Minh Phương,Đã hoàn công,17/07/2026 08:25,đã LH A Hiếu HYN báo hôm nay lắp,,,,,
15/07/2026 15:38,VNP-TL/00067135,kyowon-sudico-hni,Fiber,Ngô Thị Minh Phương,Đã hoàn công,16/07/2026 10:31,Lh các đơn vị để thực hiện ,,,,,
15/07/2026 15:48,VNP-TL/00067136,mwk000ojg,Megawan NT,Vũ Thế Ninh,Đã hoàn công,16/07/2026 07:52,,,,,,
15/07/2026 16:14,VNP-LD/00075619,mwk000sz7,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Liên hệ khách hàng không đúng đã báo lại AS lấy số khác,Đã mail cảnh báo lần 2 - 20/07/2026 16:14,,,,
15/07/2026 16:16,VNP-TD/00096733,DI001040396,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:22,"Thay đổi dải IP, chờ SOC kiểm tra thực hiện",Đã mail cảnh báo lần 1 - 17/07/2026 17:14,,,,
15/07/2026 16:17,VNP-TD/00096734,DI001043387,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:22,"Thay đổi dải IP, chờ SOC kiểm tra thực hiện",Đã mail cảnh báo lần 1 - 17/07/2026 17:14,,,,
15/07/2026 16:20,51699,,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:11,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 17/07/2026 17:14,,,,
15/07/2026 16:29,VNP-LD/00075624,phuclong2253,Fiber,Ngô Thị Minh Phương,Đã hoàn công,17/07/2026 09:18,Lh các đơn vị để thực hiện kt 0918961696 + 0913370456 hạ tầng kh chưa có điện  trả phiếu chiều 17/7 nhập phiếu mới,,,,,
15/07/2026 16:37,VNP-LD/00075613,mwk000swz,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 2 - 20/07/2026 17:14,,,,
15/07/2026 16:37,VNP-LD/00075610,mwk000svp,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Liên hệ khách hàng không đúng đã báo lại AS lấy số khác,Đã mail cảnh báo lần 2 - 20/07/2026 17:14,,,,
15/07/2026 16:37,VNP-LD/00075614,mwk000sxm,Megawan NT,Đoàn Hải Hà,Đang xử lý,,,Đã mail cảnh báo lần 2 - 20/07/2026 17:14,,,,
15/07/2026 16:38,VNP-LD/00075615,mwk000sya,Megawan NT,Đào Anh Vũ,Đang xử lý,,Chuyển VTT thực hiện,Đã mail cảnh báo lần 2 - 20/07/2026 17:14,,,,
15/07/2026 16:38,VNP-LD/00075616,mwk000syh,Megawan NT,Đào Anh Vũ,Đang xử lý,,Chuyển SOC/ VTT thực hiện ,Đã mail cảnh báo lần 2 - 20/07/2026 17:14,,,,
16/07/2026 08:05,VNP-TL/00067146,mnk000vtr,Metronet LT,Lê Đức Vinh,Đã hoàn công,16/07/2026 08:59,Đã chuyển VTT,,,,,
16/07/2026 08:05,VNP-TL/00067148,mnk000wgh,Metronet LT,Lê Đức Vinh,Đã hoàn công,16/07/2026 08:58,Đã chuyển VTT,,,,,
16/07/2026 08:05,VNP-TL/00067149,mnk000wg4,Metronet LT,Lê Đức Vinh,Đã hoàn công,16/07/2026 08:59,Đã chuyển VTT,,,,,
16/07/2026 08:06,51704,,Megawan NT,Đoàn Hải Hà,Đã hoàn công,20/07/2026 14:35,,Đã mail cảnh báo lần 1 - 20/07/2026 09:14,,,,
16/07/2026 08:07,HPG-TL/00884617,MW001150172,Megawan LT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:12,Đã báo đơn vị thi công,,,,,
16/07/2026 08:10,51703,,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:12,Đã báo đơn vị thi công,,,,,
16/07/2026 08:11,BGG-DV/00315266,tsl-028217,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:24,Thoái trả,Đã mail cảnh báo lần 1 - 20/07/2026 09:14,,,,
16/07/2026 08:13,V06/TL/260715/00129,DI001020955,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 09:39,,,,,,
16/07/2026 09:05,VNP-TD/00096738,MW000010895,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 09:39,,,,,,
16/07/2026 09:08,VNP-KP/00001036,MN001050955,Metronet NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:25,THoái trả,Đã mail cảnh báo lần 1 - 20/07/2026 09:14,,,,
16/07/2026 09:09,VNP-TD/00096740,DI000003560,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,16/07/2026 15:28,Đã báo đơn vị thi công,,,,,
16/07/2026 09:25,VNP-DV/00013552,tuvantruyenthong35,Fiber,Đăng Văn Minh,Đã hoàn công,16/07/2026 10:04,Đã chuyển yêu cầu đến VTT,,,,,
16/07/2026 09:48,VNP-TD/00096741,MW000020407,Megawan NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 20/07/2026 10:14,,,,
16/07/2026 09:49,VNP-TL/00066328,MN000003823,Metronet LT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:12,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dp,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:13,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014e1,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:13,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dz,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:13,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014ds,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:13,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dj,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:16,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014do,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dn,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dm,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dl,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dk,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014db,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014df,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:14,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014de,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dd,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014dc,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d1,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 08:19,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014da,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 08:19,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d7,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 08:19,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d6,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:15,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d5,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:15,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d2,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:15,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014cx,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:15,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014cz,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:17,Đã báo đơn vị thi công,,,,,
16/07/2026 10:22,VNP-LD/00075627,mnk0014d0,Metronet NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 08:19,Đã báo đơn vị thi công,,,,,
16/07/2026 10:23,VNP-TD/00096744,MW000021812,Megawan NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:15,Đã báo đơn vị thi công,,,,,
16/07/2026 10:26,VNP-TL/00067154,MW001321759,Megawan LT,Lê Đức Vinh,Đã hoàn công,16/07/2026 12:20,Đã chuyển VTT,,,,,
16/07/2026 10:28,VNP-TD/00096752,MN001040305,Metronet NT,Đào Anh Vũ,Đã hoàn công,16/07/2026 10:43,,,,,,
16/07/2026 10:30,VNP-TD/00096748,LL000025275,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:25,Chuyển SOC thực hiện ,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:31,VNP-TD/00096749,LL001041177,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:25,Chuyển SOC thực hiện ,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:31,VNP-TD/00096750,LL001041171,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:25,Chuyển SOC thực hiện ,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:31,VNP-TD/00096753,CQ000023696,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:25,Chuyển SOC thực hiện ,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:36,VNP-TD/00096742,MW000020411,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 15:14,,,,,,
16/07/2026 10:37,VNP-TD/00096745,MW000019999,Megawan NT,Lê Đức Vinh,Đã hoàn công,16/07/2026 13:57,Đã chuyển VTT,,,,,
16/07/2026 10:37,VNP-TD/00096746,MW000020120,Megawan NT,Lê Đức Vinh,Đã hoàn công,20/07/2026 08:40,Đã chuyển VTT,,,,,
16/07/2026 10:47,VNP-TD/00096755,MW000013673,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:26,Chuyển VTT thực hiện,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:47,VNP-TD/00096754,MW000013674,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 11:26,Chuyển VTT thực hiện,Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 10:57,VNP-LD/00075631,vcm2cjq,Fiber,Ngô Thị Minh Phương,Đã hoàn công,16/07/2026 15:00,Lh các đơn vị để thực hiện,,,,,
16/07/2026 10:57,VNP-LD/00075631,vcm2ctm,Fiber,Ngô Thị Minh Phương,Đã hoàn công,17/07/2026 10:49,Lh các đơn vị để thực hiện kt 0912141527,,,,,
16/07/2026 10:57,VNP-LD/00075631,vcm2cdr,Fiber,Ngô Thị Minh Phương,Đã hoàn công,17/07/2026 10:49,Lh các đơn vị để thực hiện kt 0912660156 + 	0912403337,,,,,
16/07/2026 11:03,VNP-TL/00067157,MN001026217,Metronet NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:02,Chuyển VTT thực hiện,,,,,
16/07/2026 11:04,VNP-TD/00096758,MW000013654,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 15:14,,,,,,
16/07/2026 11:13,VNP-TD/00096761,MW000013660,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Lỗi phiếu, VT BNh thoái trả",Đã mail cảnh báo lần 1 - 20/07/2026 11:14,,,,
16/07/2026 11:13,BGG-TD/00449212,tsl-028217,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:04,Chuyển SOC/ VTT thực hiện ,,,,,
16/07/2026 13:43,VNP-TD/00096764,MW000013762,Megawan NT,Đoàn Hải Hà,Đang xử lý,,"Lỗi phiếu về CBG kênh trắng, nhờ map và giao thi công",Đã mail cảnh báo lần 1 - 20/07/2026 14:14,,,,
16/07/2026 13:43,VNP-TD/00096765,MW000013760,Megawan NT,Đoàn Hải Hà,Đã hoàn công,17/07/2026 08:14,"Lỗi phiếu về CBG kênh trắng, nhờ map và giao thi công",,,,,
16/07/2026 13:43,VNP-TD/00096766,MW000013763,Megawan NT,Đoàn Hải Hà,Đã hoàn công,20/07/2026 09:06,"Lỗi phiếu về CBG kênh trắng, nhờ map và giao thi công",,,,,
16/07/2026 13:43,VNP-TD/00096767,MW000013765,Megawan NT,Đoàn Hải Hà,Đã hoàn công,20/07/2026 09:08,"Lỗi phiếu về CBG kênh trắng, nhờ map và giao thi công",,,,,
16/07/2026 13:43,VNP-TD/00096768,MW000013769,Megawan NT,Đoàn Hải Hà,Đang xử lý,,"Lỗi phiếu về CBG kênh trắng, nhờ map và giao thi công",Đã mail cảnh báo lần 1 - 20/07/2026 14:14,,,,
16/07/2026 13:47,51712,,Fiber,Đăng Văn Minh,Đã hoàn công,20/07/2026 08:28,Đã chuyển yêu cầu đến VTT,,,,,
16/07/2026 13:47,51713,,Fiber,Đăng Văn Minh,Đã hoàn công,17/07/2026 15:46,Đã chuyển yêu cầu đến VTT,,,,,
16/07/2026 13:48,VNP-LD/00075633,vcm2cip,Fiber,Ngô Thị Minh Phương,Đã hoàn công,16/07/2026 15:01,thoái trả do kh yêu cầu giao lại XSG PON,,,,,
16/07/2026 14:32,VNP-LD/00075636,fbr00ihy0,Fiber,Ngô Thị Minh Phương,Đã hoàn công,20/07/2026 08:23,khách hàng ở 81 Bạch Đằng -Chí Linh cũ kt 0943943223 +         0913277115,,,,,
16/07/2026 14:38,VNP-KP/00001037,mnk000z61,Metronet LT,Đào Anh Vũ,Đã hoàn công,16/07/2026 15:17,NET báo kênh đã thanh lý không khôi phục dữ liệu bên NET đc,,,,,
16/07/2026 14:38,VNP-KP/00001038,mnk000z6m,Metronet LT,Đào Anh Vũ,Đã hoàn công,16/07/2026 15:18,NET báo kênh đã thanh lý không khôi phục dữ liệu bên NET đc,,,,,
16/07/2026 14:42,VNP-TD/00096769,MW000013812,Megawan NT,Đào Anh Vũ,Đang xử lý,,Chuyển VTT thực hiện,Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:42,VNP-TD/00096770,MW000013810,Megawan NT,Đào Anh Vũ,Đang xử lý,,Chuyển VTT thực hiện,Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:42,VNP-TD/00096771,MW000013808,Megawan NT,Đào Anh Vũ,Đang xử lý,,Chuyển VTT thực hiện,Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:42,VNP-TD/00096772,MW000013813,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Phiếu kênh trắng, cho bán chéo hỗ trợ MAP kênh",Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:42,VNP-TD/00096773,MW000013809,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Phiếu kênh trắng, cho bán chéo hỗ trợ MAP kênh",Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:42,VNP-TD/00096774,MW000013807,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Phiếu kênh trắng, cho bán chéo hỗ trợ MAP kênh",Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 14:43,VNP-TD/00096775,CQ000023696,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:19,"NET đã thực hiện, chờ hoàn thành phiếu",,,,,
16/07/2026 14:43,VNP-TD/00096776,LL000025275,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:19,"NET đã thực hiện, chờ hoàn thành phiếu",,,,,
16/07/2026 14:44,VNP-TD/00096777,LL001041177,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:19,"NET đã thực hiện, chờ hoàn thành phiếu",,,,,
16/07/2026 14:44,VNP-TD/00096778,LL001041171,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:19,"NET đã thực hiện, chờ hoàn thành phiếu",,,,,
16/07/2026 15:06,VNP-TL/00067163,MW000286911,Metronet NT,Đoàn Hải Hà,Đang xử lý,,Báo SOC thực hiệnn,Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 15:07,VNP-TD/00096780,MW000399218,Metronet LT,Nguyễn Duy Thành,Đã hoàn công,16/07/2026 16:26,,,,,,
16/07/2026 15:11,VNP-TL/00067162,MW000007863,Megawan NT,Nguyễn Duy Thành,Đang xử lý,,AS chưa cung cấp đúng mã MEN để bán chéo map kênh,Đã mail cảnh báo lần 1 - 20/07/2026 15:14,,,,
16/07/2026 15:42,VNP-TL/00067167,cty484012_ts,Fiber,Đăng Văn Minh,Đang xử lý,,Đã chuyển yêu cầu đến VTT,Đã mail cảnh báo lần 1 - 20/07/2026 16:14,,,,
16/07/2026 16:11,VNP-LD/00075645,fbr00iimf,Fiber,Ngô Thị Minh Phương,Đã hoàn công,20/07/2026 08:24,Lh các đơn vị để thực hiện kt 0913313004,,,,,
16/07/2026 16:13,V06/TD/260716/00126,mwk000spw,Megawan LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:07,Chuyển SOC/ VTT thực hiện ,,,,,
16/07/2026 16:18,VNP-LD/00075644,mnk0014h8,Metronet LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:08,Chuyển SOC/ VTT thực hiện ,,,,,
16/07/2026 16:18,VNP-LD/00075648,mnk0014hm,Metronet LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:08,Chuyển SOC/ VTT thực hiện ,,,,,
16/07/2026 16:22,VNP-LD/00075649,fbr00iinw,Fiber,Ngô Thị Minh Phương,Đã hoàn công,17/07/2026 11:53,Lh các đơn vị để thực hiện kt 0916687866 + 0917763839,,,,,
16/07/2026 16:56,VNP-TD/00096783,DI000003560,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:23,Đã báo đơn vị thi công,,,,,
17/07/2026 08:13,VNP-TD/00096789,MW000020294,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:08,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096790,MW000020328,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:08,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096791,MW000020329,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:08,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096792,MW000020327,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Phiếu kênh trắng, cho bán chéo hỗ trợ MAP kênh",,,,,
17/07/2026 08:13,VNP-TD/00096793,MW000020330,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:09,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096794,MW000388422,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:10,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096795,MW000287463,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:10,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096796,MW000020363,Megawan NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 08:10,Chuyển VTT thực hiện,,,,,
17/07/2026 08:13,VNP-TD/00096797,MW000019783,Megawan NT,Đào Anh Vũ,Đang xử lý,,"Phiếu kênh trắng, cho bán chéo hỗ trợ MAP kênh",,,,,
17/07/2026 08:14,BGG-DV/00315816,tsl-028217,Internet trực tiếp,Đào Anh Vũ,Đang xử lý,,"NET đã thực hiện, chờ hoàn thành phiếu",,,,,
17/07/2026 08:15,VNP-TD/00096783,DI000003560,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:23,,,,,,
17/07/2026 08:16,VNP-TD/00096787,dia000lfy,Internet trực tiếp,Đoàn Hải Hà,Đã hoàn công,17/07/2026 16:08,,,,,,
17/07/2026 08:16,51719,,Internet trực tiếp,Đoàn Hải Hà,Đã hoàn công,20/07/2026 09:16,,,,,,
17/07/2026 08:17,51718,,Fiber,Đoàn Hải Hà,Đã hoàn công,20/07/2026 09:16,,,,,,
17/07/2026 08:19,51721,,Fiber,Đăng Văn Minh,Đã hoàn công,17/07/2026 09:48,Đã chuyển yêu cầu đến VTT,,,,,
17/07/2026 08:19,51720,,Fiber,Đăng Văn Minh,Đã hoàn công,17/07/2026 09:48,Đã chuyển yêu cầu đến VTT,,,,,
17/07/2026 08:31,VNP-LD/00075650,fbr00iira,Fiber,Ngô Thị Minh Phương,Đã hoàn công,20/07/2026 08:23,Lh các đơn vị để thực hiện kt   0912762899 + 	0915673666,,,,,
17/07/2026 08:31,VNP-LD/00075651,fbr00iisu,Fiber,Ngô Thị Minh Phương,Đã hoàn công,20/07/2026 08:24,thoái trả kh hẹn do mặt bằng chưa chuẩn bị xong nên chưa biết bh thi công có gì sé báo lại kt kt đã báo lại nvkd kt         0888068111,,,,,
